timestamp,codice_comune_istat,url
2025-05-03 19:38:29,071032,https://www.comune.monteleonedipuglia.fg.it
2025-05-03 19:38:31,020043,https://www.comune.pomponesco.mn.it
2025-05-03 19:38:32,016249,https://www.comune.cornalba.bg.it
2025-05-03 19:38:32,067047,https://www.comune.martinsicuro.te.it
2025-05-03 19:38:33,021077,https://www.sancandido.eu
2025-05-03 19:38:34,083101,https://www.comunetusa.gov.it
2025-05-03 19:38:35,016252,https://www.comune.santomobonoterme.bg.it
2025-05-03 19:38:35,016162,https://www.comune.pianico.bg.it
2025-05-03 19:38:36,021030,https://www.comune.falzes.bz.it
2025-05-03 19:38:37,057026,https://comune.cottanello.it
2025-05-03 19:38:40,063028,https://www.comune.cimitile.na.it
2025-05-03 19:38:41,068003,https://www.comunebolognano.it
2025-05-03 19:38:42,073012,https://www.comune.manduria.ta.it
2025-05-03 19:38:43,009058,https://www.comune.stella.sv.it
2025-05-03 19:38:45,069095,https://www.comune.torricellapeligna.ch.it
2025-05-03 19:38:46,004021,https://www.comune.bergolo.it
2025-05-03 19:38:47,056032,https://www.comune.latera.vt.it
2025-05-03 19:38:53,021097,https://www.gemeinde.terlan.bz.it
2025-05-03 19:38:54,042012,https://www.comune.castelplanio.an.it
2025-05-03 19:38:54,084004,https://www.comune.bivona.ag.it
2025-05-03 19:38:55,058058,https://www.mazzanoromano.rm.gov.it
2025-05-03 19:38:55,034011,https://www.cedacricert.it
2025-05-03 19:38:57,008029,https://www.dolceacqua.im.it
2025-05-03 19:38:58,098033,https://www.comune.maccastorna.lo.it
2025-05-03 19:38:59,030072,https://www.comune.pasiandiprato.ud.it
2025-05-03 19:39:02,057058,https://www.comune.pozzagliasabina.ri.it
2025-05-03 19:39:03,057054,https://www.comune.poggiomoiano.ri.it
2025-05-03 19:39:03,011029,https://www.comune.vareseligure.sp.it
2025-05-03 19:39:03,060032,https://www.falvaterra.workmm.com/
2025-05-03 19:39:04,061095,https://www.comune.vairano-patenora.ce.it
2025-05-03 19:39:04,057056,https://www.comune.poggiosanlorenzo.ri.it
2025-05-03 19:39:04,095024,https://www.comune.gonnostramatza.or.gov.it
2025-05-03 19:39:05,015136,https://www.basianomasate.mi.it/
2025-05-03 19:39:06,010020,https://www.comune.crocefieschi.ge.it
2025-05-03 19:39:06,071040,https://www.comune.poggioimperiale.fg.it
2025-05-03 19:39:06,031008,https://www.comune.gradisca-d-isonzo.go.it
2025-05-03 19:39:07,079018,https://www.comune.cardinale.cz.it
2025-05-03 19:39:10,019115,https://www.comune.voltido.cr.it
2025-05-03 19:39:10,065048,https://www.comune.corletomonforte.sa.it
2025-05-03 19:39:12,054043,https://www.comune.preci.pg.it
2025-05-03 19:39:13,064054,https://www.comune.monteforteirpino.av.it
2025-05-03 19:39:13,018148,https://www.comunesemiana.pv.it
2025-05-03 19:39:14,065051,https://www.comune.felitto.sa.it
2025-05-03 19:39:16,076011,https://www.comune.barile.pz.it
2025-05-03 19:39:18,021009,https://www.comune.braies.bz.it
2025-05-03 19:39:20,019091,https://www.comune.sanmartinodellago.cr.it
2025-05-03 19:39:23,111104,https://www.comune.villasalto.ca.it
2025-05-03 19:39:23,004130,https://www.comune.mondovi.cn.it
2025-05-03 19:39:23,085012,https://www.comune.mussomeli.cl.it
2025-05-03 19:39:23,068032,https://comune.pietranico.pe.it
2025-05-03 19:39:25,058098,https://www.comune.santangeloromano.rm.it
2025-05-03 19:39:25,111005,https://www.comunebarumini.it
2025-05-03 19:39:25,018103,https://www.comune.nicorvo.pv.it
2025-05-03 19:39:25,020070,https://www.voltamantovana.gov.it
2025-05-03 19:39:28,089012,https://www.comune.melilli.sr.it
2025-05-03 19:39:29,044032,https://www.comune.montaltodellemarche.ap.it
2025-05-03 19:39:29,067046,https://www.comune.vallecastellana.te.it
2025-05-03 19:39:30,080045,https://www.comune.marinadigioiosaionica.rc.gov.it
2025-05-03 19:39:31,064071,https://www.comune.petruroirpino.av.it
2025-05-03 19:39:35,021042,https://www.comune.lasa.bz.it
2025-05-03 19:39:36,021073,https://www.comune.rifiano.bz.it
2025-05-03 19:39:36,017074,https://www.comune.gardoneriviera.bs.it
2025-05-03 19:39:38,008058,https://www.comunesoldano.it
2025-05-03 19:39:41,065005,https://www.comune.altavillasilentina.sa.it/
2025-05-03 19:39:42,056031,https://comune.ischiadicastro.it
2025-05-03 19:39:42,015211,https://www.comune.settimomilanese.mi.it
2025-05-03 19:39:43,063027,https://www.comune.cicciano.na.it
2025-05-03 19:39:44,102031,https://www.comune.rombiolo.vv.it
2025-05-03 19:39:44,078012,https://www.comuneaprigliano.it
2025-05-03 19:39:45,059023,https://www.comune.roccaseccadeivolsci.lt.it
2025-05-03 19:39:49,057063,https://www.comune.salisano.ri.it
2025-05-03 19:39:50,076038,https://www.comune.guardiaperticara.pz.it
2025-05-03 19:39:51,021045,https://www.comune.magre.bz.it
2025-05-03 19:39:52,091012,https://www.comune.bortigali.nu.it
2025-05-03 19:39:52,008051,https://www.rocchettanervina.com
2025-05-03 19:39:53,024055,https://www.comune.malo.vi.it
2025-05-03 19:39:53,001274,https://www.torrecanavese.piemonte.it/
2025-05-03 19:39:55,010058,https://www.comune.serraricco.ge.it
2025-05-03 19:39:56,051003,https://www.comunebadiatedalda.it
2025-05-03 19:39:57,079117,https://www.comune.santacaterinadelloionio.cz.it
2025-05-03 19:39:57,058031,https://www.cineto.it
2025-05-03 19:39:57,019027,https://www.comune.castelvisconti.cr.it
2025-05-03 19:39:59,080075,https://sanpietrodicarida.asmenet.it
2025-05-03 19:40:00,068034,https://www.comune.roccamorice.pe.it
2025-05-03 19:40:02,062016,https://www.comune.castefrancoinmiscano.bn.it
2025-05-03 19:40:02,042033,https://www.comune.offagna.an.it
2025-05-03 19:40:04,069064,https://www.comune.pennapiedimonte.ch.it
2025-05-03 19:40:05,078013,https://www.comune.belmontecalabro.cs.it
2025-05-03 19:40:05,078076,https://www.comune.maranomarchesato.cs.it
2025-05-03 19:40:07,058066,https://www.comunemontorioromano.it
2025-05-03 19:40:09,061070,https://roccamonfina.asmenet.it/
2025-05-03 19:40:09,021082,https://www.comune.sanmartinoinbadia.bz.it
2025-05-03 19:40:11,021061,https://www.comune.ortisei.bz.it
2025-05-03 19:40:13,010006,https://www.comune.busalla.ge.it
2025-05-03 19:40:17,064055,https://www.comune.montefredane.av.it
2025-05-03 19:40:22,063033,https://www.comune.frattaminore.na.it
2025-05-03 19:40:24,079036,https://cropani.asmenet.it
2025-05-03 19:40:25,021092,https://www.sesto.eu
2025-05-03 19:40:26,065053,https://www.comune.furore.sa.it
2025-05-03 19:40:27,088006,https://www.comunemodica.rg.it
2025-05-03 19:40:29,077004,https://www.comune.calciano.mt.it
2025-05-03 19:40:30,008046,https://www.comune.pornassio.im.it
2025-05-03 19:40:41,066029,https://www.comune.castellafiume.aq.it
2025-05-03 19:40:45,063082,https://www.comune.terzigno.na.it
2025-05-03 19:40:50,058089,https://comune.roccasantostefano.rm.it
2025-05-03 19:40:50,080087,https://www://comune.serrata.it
2025-05-03 19:40:50,083108,https://http//www.comune.torrenova.me.it
2025-05-03 19:40:52,011009,https://www.comune.carro.sp.it
2025-05-03 19:40:52,069030,https://www.comunefarafiliorumpetri.it
